x_value,total_1,total_2
3224,4254,2425
3225,4258,2428
3226,4252,2429
3227,4260,2433
3228,4256,2428
3229,4262,2429
3230,4260,2432
3231,4254,2438
3232,4257,2440
3233,4265,2441
3234,4262,2437
3235,4269,2440
3236,4277,2445
3237,4282,2443
3238,4282,2439
3239,4287,2444
3240,4291,2442
3241,4286,2444
3242,4280,2447
3243,4281,2444
3244,4279,2445
3245,4276,2450
3246,4270,2451
3247,4277,2456
3248,4275,2460
3249,4283,2457
3250,4279,2463
3251,4283,2459
3252,4289,2462
3253,4287,2458
3254,4292,2458
3255,4296,2463
3256,4301,2459
3257,4302,2464
3258,4307,2459
3259,4307,2460
3260,4308,2455
3261,4306,2456
3262,4313,2453
3263,4315,2454
3264,4322,2460
3265,4318,2458
3266,4320,2460
3267,4318,2462
3268,4326,2462
3269,4334,2463
3270,4339,2467
3271,4347,2464
3272,4347,2466
3273,4353,2467
3274,4359,2471
3275,4354,2471
3276,4359,2468
3277,4361,2474
3278,4358,2471
3279,4356,2473
3280,4361,2475
3281,4362,2471
3282,4370,2470
3283,4367,2474
3284,4367,2476
3285,4362,2471
3286,4358,2467
3287,4366,2473
3288,4371,2474
3289,4368,2480
3290,4365,2483
3291,4371,2482
3292,4372,2486
3293,4368,2489
3294,4364,2488
3295,4363,2486
3296,4359,2492
3297,4359,2492
3298,4358,2498
3299,4365,2493
3300,4368,2489
3301,4373,2490
3302,4375,2485
3303,4382,2489
3304,4376,2493
3305,4383,2491
3306,4377,2489
3307,4382,2484
3308,4387,2479
3309,4389,2476
3310,4387,2482
3311,4381,2481
3312,4380,2477
3313,4382,2477
3314,4378,2474
3315,4381,2475
3316,4385,2481
3317,4389,2484
3318,4392,2489
3319,4400,2492
3320,4403,2498
3321,4410,2497
3322,4411,2500
3323,4416,2499
3324,4415,2497
3325,4418,2502
3326,4414,2507
3327,4419,2510
3328,4427,2506
3329,4422,2510
3330,4426,2516
3331,4434,2514
3332,4442,2509
3333,4442,2511
3334,4450,2508
3335,4451,2504
3336,4456,2504
3337,4454,2503
3338,4456,2507
3339,4464,2506
3340,4463,2510
3341,4467,2509
3342,4464,2505
3343,4470,2509
3344,4468,2508
3345,4476,2512
3346,4472,2517
3347,4477,2515
3348,4475,2513
3349,4475,2517
3350,4472,2513
3351,4466,2508
3352,4465,2505
3353,4468,2510
3354,4473,2505
3355,4471,2509
3356,4477,2504
3357,4475,2502
3358,4471,2502
3359,4472,2501
3360,4479,2497
3361,4486,2499
3362,4487,2505
3363,4491,2509
3364,4489,2506
3365,4489,2508
3366,4487,2507
3367,4493,2513
3368,4494,2515
3369,4496,2513
3370,4498,2513
3371,4493,2517
3372,4499,2516
3373,4502,2517
3374,4503,2518
3375,4510,2524
3376,4506,2520
3377,4504,2520
3378,4498,2522
3379,4499,2528
3380,4507,2524
3381,4506,2523
3382,4503,2520
3383,4509,2516
3384,4513,2511
3385,4509,2517
3386,4508,2523
3387,4505,2521
3388,4512,2517
3389,4514,2514
3390,4517,2518
3391,4517,2517
3392,4512,2517
3393,4512,2517
3394,4508,2516
3395,4512,2520
3396,4515,2522
3397,4513,2523
3398,4520,2525
3399,4522,2528
3400,4524,2525
3401,4529,2526
3402,4534,2531
3403,4531,2531
3404,4534,2532
3405,4533,2530
3406,4535,2534
3407,4537,2538
3408,4538,2543
3409,4534,2544
3410,4530,2545
3411,4528,2543
3412,4531,2545
3413,4530,2545
3414,4536,2545
3415,4544,2550
3416,4538,2549
3417,4538,2551
3418,4536,2547
3419,4533,2543
3420,4529,2540
3421,4525,2536
3422,4523,2534
3423,4522,2536
3424,4527,2539
3425,4522,2538
3426,4524,2538
3427,4522,2541
3428,4520,2540
3429,4527,2536
3430,4534,2533
3431,4531,2530
3432,4525,2531
3433,4529,2535
3434,4525,2534
3435,4529,2537
3436,4534,2542
3437,4536,2541
3438,4539,2540
3439,4542,2535
3440,4550,2541
3441,4558,2537
3442,4559,2534
3443,4560,2538
3444,4562,2543
3445,4565,2549
3446,4559,2550
3447,4558,2551
3448,4565,2556
3449,4572,2552
3450,4571,2551
3451,4577,2555
3452,4575,2556
3453,4581,2557
3454,4584,2552
3455,4578,2547
3456,4574,2545
3457,4582,2549
3458,4578,2554
3459,4582,2552
3460,4581,2550
3461,4586,2554
3462,4583,2550
3463,4581,2551
3464,4586,2551
3465,4585,2550
3466,4581,2548
3467,4581,2554
3468,4582,2556
3469,4588,2552
3470,4587,2556
3471,4595,2562
3472,4603,2559
3473,4600,2562
3474,4594,2559
3475,4601,2559
3476,4599,2561
3477,4598,2566
3478,4606,2563
3479,4612,2565
3480,4618,2565
3481,4621,2560
3482,4623,2566
3483,4617,2562
3484,4615,2561
3485,4609,2562
3486,4607,2565
3487,4601,2571
3488,4596,2567
3489,4596,2569
3490,4597,2569
3491,4604,2567
3492,4601,2562
3493,4601,2557
3494,4598,2558
3495,4593,2558
3496,4593,2563
3497,4596,2562
3498,4591,2560
3499,4590,2563
3500,4590,2569
3501,4589,2573
3502,4595,2575
3503,4593,2570
3504,4597,2572
3505,4602,2571
3506,4605,2573
3507,4613,2579
3508,4607,2584
3509,4612,2586
3510,4613,2591
3511,4621,2587
3512,4623,2591
3513,4628,2588
3514,4623,2588
3515,4624,2594
3516,4630,2596
3517,4634,2593
3518,4633,2595
3519,4636,2591
3520,4634,2596
3521,4628,2602
3522,4630,2601
3523,4624,2603
3524,4627,2598
3525,4626,2596
3526,4624,2601
3527,4632,2598
3528,4635,2596
3529,4635,2594
3530,4635,2592
3531,4629,2596
3532,4637,2591
3533,4635,2590
3534,4633,2596
3535,4635,2598
3536,4635,2596
3537,4632,2600
3538,4629,2606
3539,4624,2610
3540,4628,2609
3541,4629,2607
3542,4634,2612
3543,4639,2618
3544,4636,2624
3545,4630,2630
3546,4638,2636
3547,4639,2632
3548,4645,2631
3549,4649,2636
3550,4645,2632
3551,4650,2631
3552,4646,2630
3553,4642,2631
3554,4641,2626
3555,4648,2621
3556,4652,2623
3557,4655,2620
3558,4654,2622
3559,4651,2618
3560,4651,2616
3561,4647,2622
3562,4646,2620
3563,4646,2623
3564,4646,2627
3565,4647,2623
3566,4655,2621
3567,4653,2626
3568,4658,2621
3569,4659,2627
3570,4665,2623
3571,4659,2626
3572,4655,2621
3573,4660,2618
3574,4658,2613
3575,4663,2616
3576,4657,2616
3577,4654,2620
3578,4657,2619
3579,4665,2617
3580,4671,2619
3581,4674,2621
3582,4669,2619
3583,4667,2619
3584,4675,2625
3585,4669,2628
3586,4669,2626
3587,4667,2629
3588,4675,2631
3589,4670,2637
3590,4673,2633
3591,4676,2634
3592,4677,2631
3593,4682,2634
3594,4678,2639
3595,4677,2640
3596,4681,2646
3597,4676,2652
3598,4681,2654
3599,4685,2654
3600,4686,2652
3601,4691,2652
3602,4699,2656
3603,4707,2651
3604,4711,2652
3605,4710,2658
3606,4713,2655
3607,4718,2659
3608,4720,2663
3609,4723,2667
3610,4718,2662
3611,4723,2660
3612,4720,2657
3613,4723,2658
3614,4726,2664
3615,4721,2666
3616,4720,2671
3617,4717,2670
3618,4713,2671
3619,4716,2673
3620,4713,2677
3621,4707,2675
3622,4702,2675
3623,4702,2674
3624,4698,2676
3625,4701,2671
3626,4709,2671
3627,4704,2674
3628,4703,2678
3629,4702,2673
3630,4697,2679
3631,4699,2674
3632,4696,2673
3633,4695,2676
3634,4701,2675
3635,4704,2676
3636,4698,2678
3637,4704,2678
3638,4702,2676
3639,4709,2672
3640,4711,2669
3641,4705,2675
3642,4712,2680
3643,4710,2680
3644,4716,2677
3645,4719,2677
3646,4716,2672
3647,4710,2675
3648,4717,2677
3649,4717,2674
3650,4714,2676
3651,4720,2679
3652,4728,2677
3653,4730,2678
3654,4737,2675
3655,4736,2672
3656,4735,2674
3657,4743,2679
3658,4743,2681
3659,4747,2676
3660,4748,2677
3661,4751,2675
3662,4753,2678
3663,4758,2673
3664,4755,2671
3665,4757,2676
3666,4765,2676
3667,4767,2674
3668,4765,2672
3669,4771,2667
3670,4773,2663
3671,4781,2662
3672,4778,2662
3673,4780,2661
3674,4779,2661
3675,4783,2666
3676,4779,2661
3677,4779,2661
3678,4783,2665
3679,4790,2667
3680,4792,2667
3681,4788,2665
3682,4795,2669
3683,4802,2666
3684,4797,2665
3685,4793,2663
3686,4792,2664
3687,4791,2666
3688,4795,2661
3689,4789,2664
3690,4788,2669
3691,4794,2675
3692,4790,2674
3693,4791,2676
3694,4787,2681
3695,4795,2681
3696,4803,2676
3697,4800,2671
3698,4806,2675
3699,4814,2673
3700,4817,2677
3701,4824,2681
3702,4832,2685
3703,4837,2681
3704,4832,2678
3705,4837,2679
3706,4840,2682
3707,4837,2677
3708,4838,2675
3709,4844,2672
3710,4844,2668
3711,4845,2667
3712,4848,2667
3713,4843,2668
3714,4838,2672
3715,4840,2678
3716,4840,2676
3717,4846,2679
3718,4854,2683
3719,4861,2686
3720,4862,2685
3721,4869,2683
3722,4869,2680
3723,4877,2679
3724,4885,2675
3725,4884,2678
3726,4883,2673
3727,4885,2671
3728,4884,2667
3729,4881,2667
3730,4880,2663
3731,4886,2661
3732,4891,2661
3733,4885,2667
3734,4890,2667
3735,4891,2672
3736,4895,2673
3737,4903,2668
3738,4899,2669
3739,4904,2666
3740,4904,2662
3741,4912,2667
3742,4916,2673
3743,4913,2677
3744,4919,2681
3745,4925,2682
3746,4926,2683
3747,4927,2681
3748,4929,2679
3749,4930,2682
3750,4927,2685
3751,4934,2691
3752,4938,2690
3753,4940,2694
3754,4941,2694
3755,4936,2697
3756,4939,2697
3757,4943,2703
3758,4951,2703
3759,4954,2699
3760,4960,2704
3761,4966,2708
3762,4960,2706
3763,4963,2701
3764,4959,2702
3765,4955,2706
3766,4954,2705
3767,4949,2711
3768,4948,2711
3769,4955,2710
3770,4954,2705
3771,4959,2708
3772,4967,2703
3773,4971,2699
3774,4966,2698
3775,4961,2693
3776,4964,2695
3777,4965,2696
3778,4962,2691
3779,4965,2694
3780,4966,2689
3781,4974,2685
3782,4981,2690
3783,4988,2693
3784,4993,2690
3785,4998,2694
3786,4993,2697
3787,4999,2696
3788,4996,2695
3789,4996,2697
3790,4998,2701
3791,4995,2702
3792,5002,2701
3793,5010,2698
3794,5008,2704
3795,5006,2703
3796,5005,2701
3797,5003,2698
3798,4997,2701
3799,4999,2697
3800,5001,2700
3801,5006,2697
3802,5005,2702
3803,5007,2701
3804,5015,2701
3805,5023,2702
3806,5025,2708
3807,5024,2704
3808,5028,2706
3809,5032,2703
3810,5035,2709
3811,5042,2705
3812,5039,2709
3813,5038,2710
3814,5042,2706
3815,5044,2706
3816,5044,2710
3817,5051,2713
3818,5054,2717
3819,5057,2723
3820,5060,2722
3821,5065,2721
3822,5061,2726
3823,5067,2728
3824,5067,2734
3825,5061,2737
3826,5065,2738
3827,5064,2737
3828,5072,2742
3829,5078,2737
3830,5075,2739
3831,5080,2742
3832,5077,2737
3833,5077,2735
3834,5077,2739
3835,5084,2739
3836,5092,2743
3837,5092,2746
3838,5087,2746
3839,5083,2748
3840,5088,2749
3841,5091,2755
3842,5088,2760
3843,5085,2759
3844,5089,2761
3845,5083,2756
3846,5088,2762
3847,5085,2765
3848,5083,2766
3849,5086,2769
3850,5087,2775
3851,5086,2771
3852,5084,2766
3853,5088,2771
3854,5083,2772
3855,5081,2770
3856,5078,2773
3857,5077,2773
3858,5082,2777
3859,5082,2777
3860,5082,2777
3861,5076,2775
3862,5071,2776
3863,5077,2774
3864,5082,2772
3865,5081,2774
3866,5075,2775
3867,5071,2778
3868,5066,2783
3869,5062,2785
3870,5063,2786
3871,5061,2785
3872,5056,2786
3873,5063,2783
3874,5057,2785
3875,5063,2786
3876,5060,2788
3877,5054,2785
3878,5056,2788
3879,5064,2792
3880,5069,2792
3881,5064,2795
3882,5066,2799
3883,5071,2800
3884,5079,2803
3885,5083,2801
3886,5086,2803
3887,5084,2805
3888,5079,2803
3889,5080,2800
3890,5079,2806
3891,5076,2811
3892,5072,2812
3893,5069,2814
3894,5066,2820
3895,5072,2820
3896,5076,2815
3897,5081,2819
3898,5089,2814
3899,5085,2814
3900,5086,2820
3901,5093,2822
3902,5089,2821
3903,5084,2817
3904,5084,2823
3905,5079,2818
3906,5080,2824
3907,5088,2821
3908,5083,2819
3909,5091,2816
3910,5094,2813
3911,5091,2814
3912,5094,2812
3913,5102,2810
3914,5106,2807
3915,5105,2806
3916,5112,2810
3917,5120,2815
3918,5120,2818
3919,5118,2819
3920,5125,2822
3921,5120,2820
3922,5118,2822
3923,5121,2824
3924,5118,2828
3925,5117,2827
3926,5124,2827
3927,5130,2831
3928,5130,2835
3929,5129,2830
3930,5132,2825
3931,5131,2824
3932,5135,2826
3933,5143,2826
3934,5143,2832
3935,5142,2828
3936,5138,2829
3937,5143,2831
3938,5147,2835
3939,5143,2837
3940,5146,2841
3941,5146,2838
3942,5142,2844
3943,5139,2845
3944,5133,2851
3945,5140,2852
3946,5145,2856
3947,5145,2855
3948,5151,2859
3949,5147,2865
3950,5143,2865
3951,5148,2862
3952,5147,2866
3953,5154,2870
3954,5150,2865
3955,5149,2869
3956,5152,2868
3957,5158,2865
3958,5161,2867
3959,5162,2869
3960,5158,2871
3961,5166,2873
3962,5168,2869
3963,5176,2873
3964,5179,2875
3965,5186,2870
3966,5187,2865
3967,5181,2871
3968,5179,2876
3969,5187,2871
3970,5191,2869
3971,5199,2866
3972,5194,2864
3973,5201,2870
3974,5207,2866
3975,5207,2866
3976,5214,2867
3977,5214,2871
3978,5213,2872
3979,5216,2874
3980,5215,2880
3981,5210,2882
3982,5208,2885
3983,5211,2880
3984,5205,2882
3985,5204,2888
3986,5205,2888
3987,5206,2887
3988,5206,2887
3989,5214,2886
3990,5208,2881
3991,5208,2886
3992,5210,2889
3993,5218,2893
3994,5225,2889
3995,5226,2886
3996,5230,2891
3997,5232,2886
3998,5237,2890
3999,5235,2895
4000,5235,2900
4001,5229,2896
4002,5225,2894
4003,5222,2896
4004,5216,2894
4005,5211,2891
4006,5211,2890
4007,5211,2885
4008,5207,2886
4009,5213,2890
4010,5207,2893
4011,5215,2895
4012,5223,2895
4013,5222,2893
4014,5222,2898
4015,5217,2904
4016,5223,2905
4017,5217,2906
4018,5218,2903
4019,5222,2905
4020,5221,2907
4021,5223,2906
4022,5225,2904
4023,5229,2901
4024,5228,2905
4025,5224,2911
4026,5232,2911
4027,5236,2912
4028,5243,2917
4029,5245,2922
4030,5241,2923
4031,5243,2922
4032,5239,2919
4033,5235,2920
4034,5240,2915
4035,5241,2914
4036,5246,2910
4037,5242,2906
4038,5240,2910
4039,5246,2910
4040,5244,2909
4041,5250,2914
4042,5247,2919
4043,5248,2924
4044,5255,2925
4045,5262,2926
4046,5262,2923
4047,5268,2927
4048,5268,2925
4049,5274,2927
4050,5278,2931
4051,5284,2934
4052,5288,2929
4053,5288,2932
4054,5295,2931
4055,5292,2928
4056,5290,2932
4057,5296,2937
4058,5297,2935
4059,5297,2935
4060,5298,2939
4061,5294,2937
4062,5295,2934
4063,5298,2935
4064,5292,2939
4065,5295,2937
4066,5298,2935
4067,5299,2932
4068,5304,2929
4069,5306,2934
4070,5305,2931
4071,5301,2930
4072,5296,2931
4073,5290,2930
4074,5297,2929
4075,5297,2927
4076,5305,2931
4077,5299,2931
4078,5294,2936
4079,5293,2931
4080,5292,2936
4081,5286,2939
4082,5288,2938
4083,5293,2939
4084,5298,2937
4085,5306,2934
4086,5304,2933
4087,5307,2935
4088,5307,2937
4089,5303,2933
4090,5311,2939
4091,5305,2945
4092,5311,2944
4093,5309,2950
4094,5304,2956
4095,5310,2959
4096,5313,2964
4097,5311,2966
4098,5317,2964
4099,5325,2970
4100,5333,2969
4101,5340,2974
4102,5341,2975
4103,5339,2980
4104,5346,2984
4105,5352,2988
4106,5352,2988
4107,5355,2993
4108,5357,2992
4109,5352,2997
4110,5353,3002
4111,5347,3005
4112,5345,3010
4113,5343,3007
4114,5351,3008
4115,5347,3006
4116,5348,3005
4117,5343,3001
4118,5349,3004
4119,5351,3004
4120,5348,3003
4121,5349,3001
4122,5343,2997
4123,5346,3000
4124,5347,2999
4125,5342,2994
4126,5344,2996
4127,5347,2994
4128,5343,2999
4129,5340,2997
4130,5335,2997
4131,5340,2998
4132,5345,2998
4133,5343,2996
4134,5341,2994
4135,5346,2994
4136,5348,2990
4137,5354,2993
4138,5358,2991
4139,5352,2988
4140,5355,2993
4141,5354,2997
4142,5354,2997
4143,5353,2993
4144,5352,2999
4145,5357,3001
4146,5352,3004
4147,5348,3009
4148,5344,3011
4149,5350,3009
4150,5346,3006
4151,5351,3011
4152,5357,3008
4153,5360,3012
4154,5359,3014
4155,5364,3010
4156,5365,3006
4157,5359,3003
4158,5358,3002
4159,5352,3002
4160,5358,2999
4161,5363,3005
4162,5361,3007
4163,5355,3006
4164,5353,3002
4165,5348,3008
4166,5349,3005
4167,5356,3009
4168,5360,3012
4169,5354,3009
4170,5362,3004
4171,5357,3001
4172,5360,3003
4173,5356,3007
4174,5351,3010
4175,5354,3008
4176,5353,3003
4177,5354,3008
4178,5355,3011
4179,5360,3016
4180,5367,3012
4181,5371,3013
4182,5368,3011
4183,5364,3010
4184,5372,3014
4185,5378,3017
4186,5382,3019
4187,5390,3023
4188,5385,3029
4189,5379,3030
4190,5386,3036
4191,5388,3037
4192,5387,3032
4193,5381,3030
4194,5379,3028
4195,5386,3033
4196,5387,3031
4197,5386,3030
4198,5386,3032
4199,5389,3033
4200,5388,3036
4201,5388,3041
4202,5392,3039
4203,5393,3037
4204,5394,3043
4205,5400,3049
4206,5408,3049
4207,5405,3054
4208,5408,3050
4209,5405,3049
4210,5412,3048
4211,5418,3045
4212,5424,3044
4213,5430,3049
4214,5424,3052
4215,5422,3058
4216,5428,3060
4217,5423,3059
4218,5418,3065
4219,5423,3065
4220,5419,3064
4221,5423,3064
4222,5429,3064
4223,5427,3070
4224,5421,3075
4225,5422,3075
4226,5421,3081
4227,5424,3086
4228,5432,3089
4229,5435,3084
4230,5440,3083
4231,5443,3085
4232,5442,3082
4233,5445,3084
4234,5439,3089
4235,5436,3086
4236,5440,3091
4237,5437,3089
4238,5433,3095
4239,5430,3100
4240,5426,3099
4241,5420,3102
4242,5416,3100
4243,5422,3103
4244,5430,3108
4245,5435,3109
4246,5436,3107
4247,5430,3106
4248,5435,3103
4249,5431,3109
4250,5427,3107
4251,5427,3110
4252,5434,3107
4253,5429,3108
4254,5436,3105
4255,5440,3101
4256,5447,3102
4257,5443,3102
4258,5447,3105
4259,5450,3106
4260,5449,3109
4261,5451,3113
4262,5453,3116
4263,5448,3111
4264,5454,3109
4265,5450,3104
4266,5445,3107
4267,5444,3110
4268,5439,3115
4269,5447,3118
4270,5443,3113
4271,5448,3111
4272,5454,3106
4273,5448,3101
4274,5449,3102
4275,5453,3102
4276,5460,3107
4277,5467,3110
4278,5465,3111
4279,5469,3111
4280,5466,3108
4281,5473,3104
4282,5475,3108
4283,5471,3112
4284,5477,3114
4285,5475,3110
4286,5477,3112
4287,5477,3107
4288,5481,3105
4289,5479,3108
4290,5481,3111
4291,5481,3110
4292,5486,3112
4293,5486,3118
4294,5485,3124
4295,5491,3128
4296,5486,3125
4297,5491,3124
4298,5492,3123
4299,5486,3119
4300,5493,3114
4301,5501,3119
4302,5507,3115
4303,5501,3110
4304,5506,3109
4305,5507,3109
4306,5504,3106
4307,5501,3105
4308,5509,3102
4309,5510,3108
4310,5515,3113
4311,5518,3115
4312,5522,3117
4313,5520,3114
4314,5522,3119
4315,5520,3119
4316,5520,3121
4317,5524,3120
4318,5523,3126
4319,5524,3123
4320,5529,3118
4321,5531,3123
4322,5536,3126
4323,5536,3122
4324,5539,3120
4325,5542,3122
4326,5545,3123
4327,5539,3128
4328,5535,3123
4329,5536,3124
4330,5531,3120
4331,5528,3126
4332,5527,3126
4333,5521,3125
4334,5525,3124
4335,5525,3127
4336,5523,3133
4337,5529,3138
4338,5532,3142
4339,5530,3148
4340,5524,3154
4341,5523,3156
4342,5519,3159
4343,5514,3165
4344,5518,3165
4345,5519,3161
4346,5518,3159
4347,5526,3163
4348,5529,3161
4349,5524,3166
4350,5527,3171
4351,5533,3177
4352,5535,3175
4353,5541,3172
4354,5547,3175
4355,5555,3180
4356,5552,3177
4357,5558,3182
4358,5553,3187
4359,5554,3182
4360,5549,3179
4361,5547,3178
4362,5547,3180
4363,5541,3186
4364,5539,3189
4365,5537,3195
4366,5537,3201
4367,5533,3198
4368,5530,3200
4369,5525,3196
4370,5530,3194
4371,5534,3200
4372,5541,3198
4373,5544,3204
4374,5539,3206
4375,5539,3206
4376,5542,3202
4377,5548,3198
4378,5556,3197
4379,5564,3203
4380,5565,3203
4381,5570,3201
4382,5577,3204
4383,5571,3206
4384,5567,3204
4385,5567,3210
4386,5575,3210
4387,5581,3206
4388,5588,3208
4389,5585,3207
4390,5581,3206
4391,5587,3208
4392,5595,3211
4393,5590,3214
4394,5591,3216
4395,5596,3214
4396,5594,3212
4397,5599,3215
4398,5607,3218
4399,5606,3220
4400,5613,3218
4401,5609,3220
4402,5607,3224
4403,5603,3222
4404,5607,3218
4405,5606,3219
4406,5612,3223
4407,5611,3222
4408,5605,3222
4409,5613,3219
4410,5620,3224
4411,5627,3221
4412,5623,3223
4413,5631,3227
4414,5638,3227
4415,5632,3230
4416,5627,3229
4417,5633,3225
4418,5627,3220
4419,5631,3217
4420,5628,3213
4421,5630,3217
4422,5638,3216
4423,5641,3217
4424,5648,3221
4425,5646,3221
4426,5653,3218
4427,5656,3213
4428,5654,3215
4429,5653,3213
4430,5653,3209
4431,5653,3214
4432,5655,3220
4433,5654,3222
4434,5656,3226
4435,5650,3231
4436,5653,3234
4437,5654,3235
4438,5655,3235
4439,5656,3238
4440,5661,3240
4441,5663,3238
4442,5668,3241
4443,5668,3236
4444,5676,3237
4445,5670,3241
4446,5673,3239
4447,5675,3243
4448,5682,3241
4449,5690,3243
4450,5693,3246
4451,5695,3246
4452,5692,3249
4453,5691,3251
4454,5685,3253
4455,5686,3249
4456,5680,3247
4457,5674,3251
4458,5676,3253
4459,5677,3254
4460,5681,3249
4461,5689,3252
4462,5696,3248
4463,5698,3247
4464,5693,3245
4465,5689,3251
4466,5693,3257
4467,5693,3263
4468,5687,3267
4469,5684,3263
4470,5687,3265
4471,5692,3271
4472,5688,3274
4473,5692,3269
4474,5690,3270
4475,5689,3271
4476,5685,3266
4477,5681,3269
4478,5682,3268
4479,5685,3274
4480,5688,3274
4481,5684,3271
4482,5686,3274
4483,5693,3277
4484,5695,3275
4485,5694,3272
4486,5701,3274
4487,5699,3279
4488,5697,3274
4489,5691,3277
4490,5693,3273
4491,5701,3275
4492,5698,3280
4493,5699,3286
4494,5697,3292
4495,5693,3296
4496,5694,3292
4497,5693,3296
4498,5688,3292
4499,5693,3288
4500,5697,3293
4501,5703,3297
4502,5711,3292
4503,5715,3297
4504,5715,3293
4505,5715,3298
4506,5717,3296
4507,5722,3300
4508,5719,3297
4509,5718,3294
4510,5721,3293
4511,5729,3291
4512,5726,3291
4513,5731,3286
4514,5735,3283
4515,5738,3287
4516,5739,3291
4517,5746,3286
4518,5746,3283
4519,5745,3286
4520,5739,3284
4521,5737,3287
4522,5733,3283
4523,5729,3282
4524,5733,3277
4525,5729,3282
4526,5735,3281
4527,5734,3281
4528,5730,3280
4529,5736,3275
4530,5743,3274
4531,5744,3275
4532,5746,3276
4533,5745,3274
4534,5750,3279
4535,5747,3280
4536,5752,3282
4537,5749,3288
4538,5752,3293
4539,5758,3292
4540,5762,3298
4541,5766,3294
4542,5767,3295
4543,5773,3298
4544,5772,3297
4545,5766,3298
4546,5773,3302
4547,5781,3304
4548,5779,3308
4549,5783,3311
4550,5790,3307
4551,5793,3302
4552,5790,3305
4553,5790,3309
4554,5792,3315
4555,5797,3317
4556,5795,3313
4557,5798,3318
4558,5793,3324
4559,5788,3326
4560,5794,3327
4561,5798,3329
4562,5793,3332
4563,5795,3331
4564,5790,3333
4565,5786,3333
4566,5793,3338
4567,5788,3343
4568,5794,3338
4569,5794,3339
4570,5800,3335
4571,5804,3338
4572,5800,3343
4573,5807,3338
4574,5807,3339
4575,5814,3341
4576,5822,3336
4577,5828,3341
4578,5832,3339
4579,5828,3340
4580,5833,3345
4581,5830,3346
4582,5828,3352
4583,5826,3354
4584,5834,3356
4585,5834,3361
4586,5834,3365
4587,5837,3363
4588,5840,3362
4589,5848,3368
4590,5852,3373
4591,5853,3373
4592,5857,3368
4593,5857,3364
4594,5859,3369
4595,5854,3375
4596,5852,3379
4597,5856,3380
4598,5852,3382
4599,5848,3377
4600,5846,3379
4601,5853,3383
4602,5855,3380
4603,5857,3376
4604,5851,3375
4605,5857,3374
4606,5851,3378
4607,5856,3380
4608,5854,3384
4609,5849,3379
4610,5851,3385
4611,5857,3380
4612,5857,3382
4613,5851,3377
4614,5859,3377
4615,5862,3375
4616,5859,3376
4617,5867,3381
4618,5869,3379
4619,5869,3379
4620,5863,3380
4621,5862,3378
4622,5866,3383
4623,5867,3388
4624,5869,3391
4625,5876,3393
4626,5880,3398
4627,5875,3395
4628,5874,3393
4629,5878,3396
4630,5878,3401
4631,5884,3402
4632,5890,3398
4633,5893,3395
4634,5893,3398
4635,5898,3394
4636,5904,3400
4637,5903,3395
4638,5910,3392
4639,5916,3392
4640,5913,3392
4641,5911,3388
4642,5910,3384
4643,5904,3382
4644,5900,3383
4645,5903,3383
4646,5898,3385
4647,5905,3380
4648,5903,3378
4649,5903,3380
4650,5903,3380
4651,5899,3375
4652,5906,3374
4653,5911,3375
4654,5905,3371
4655,5912,3377
4656,5918,3374
4657,5921,3377
4658,5916,3381
4659,5911,3387
4660,5913,3383
4661,5912,3378
4662,5920,3379
4663,5919,3376
4664,5920,3377
4665,5917,3373
4666,5914,3372
4667,5910,3370
4668,5917,3367
4669,5922,3366
4670,5918,3370
4671,5917,3367
4672,5921,3363
4673,5919,3368
4674,5913,3365
4675,5914,3369
4676,5921,3367
4677,5925,3368
4678,5926,3369
4679,5931,3366
4680,5938,3362
4681,5935,3360
4682,5940,3356
4683,5947,3357
4684,5947,3362
4685,5949,3361
4686,5950,3367
4687,5946,3371
4688,5944,3377
4689,5943,3383
4690,5944,3389
4691,5943,3393
4692,5951,3396
4693,5952,3401
4694,5953,3402
4695,5953,3407
4696,5947,3405
4697,5955,3400
4698,5963,3397
4699,5960,3400
4700,5958,3400
4701,5953,3404
4702,5952,3407
4703,5954,3404
4704,5953,3404
4705,5955,3409
4706,5961,3413
4707,5959,3413
4708,5961,3410
4709,5966,3409
4710,5969,3415
4711,5976,3413
4712,5979,3416
4713,5983,3420
4714,5988,3426
4715,5995,3432
4716,6000,3438
4717,6003,3437
4718,5997,3442
4719,5998,3438
4720,6004,3442
4721,6007,3439
4722,6008,3434
4723,6002,3440
4724,5997,3444
4725,5999,3441
4726,6002,3443
4727,5999,3448
4728,6005,3454
4729,6004,3460
4730,6005,3460
4731,6011,3459
4732,6017,3460
4733,6022,3461
4734,6024,3464
4735,6019,3459
4736,6024,3465
4737,6030,3465
4738,6026,3466
4739,6030,3469
4740,6037,3464
4741,6033,3465
4742,6038,3470
4743,6037,3475
4744,6033,3474
4745,6029,3476
4746,6026,3474
4747,6020,3478
4748,6021,3477
4749,6028,3478
4750,6031,3479
4751,6036,3481
4752,6034,3485
4753,6042,3480
4754,6045,3475
4755,6042,3472
4756,6049,3468
4757,6047,3470
4758,6054,3474
4759,6057,3474
4760,6060,3471
4761,6058,3468
4762,6061,3472
4763,6060,3478
4764,6066,3474
4765,6071,3472
4766,6070,3473
4767,6075,3474
4768,6083,3469
4769,6086,3470
4770,6088,3469
4771,6091,3468
4772,6092,3473
4773,6094,3470
4774,6094,3471
4775,6093,3470
4776,6094,3465
4777,6093,3467
